hotel_id,hotel_name,location,star_rating,user_rating,number_of_reviews,price_per_night,is_luxury,has_wifi,has_breakfast_included,has_free_ca        ncellation,distance_from_city_center,room_availability,booking_count_last_month,cancellation_rate,amenities_score,total_bookings
H12872,Hotel Valley,Maharajgunj,2,9,830,17227,FALSE,TRUE,FALSE,TRUE,3.39,8,140,0.45,2,5180
H12873,Hotel Sagarmatha,Jamal,1,5.2,593,24759,TRUE,TRUE,TRUE,TRUE,10.95,34,205,0.35,3,3485
H12874,Hotel Annapurna,Sankhamul,4,6.1,855,7197,TRUE,TRUE,TRUE,FALSE,0.52,44,281,0.33,2,8711
H12875,Hotel Everest,Durbar Marg,4,6.8,1195,14532,TRUE,TRUE,TRUE,TRUE,7.19,35,524,0.39,3,19388
H12876,Hotel Royal,Baluwatar,2,5.9,851,3283,FALSE,FALSE,TRUE,TRUE,9.77,31,572,0.08,2,14300
H12877,Hotel Everest,Chabahil,5,5.3,337,5984,FALSE,TRUE,TRUE,TRUE,10.41,2,295,0.1,3,7670
H12878,Hotel Sagarmatha,Thamel,4,6.1,1814,17995,FALSE,TRUE,FALSE,TRUE,3.9,4,494,0.25,2,24206
H12879,Hotel Valley,Kalanki,4,7.6,739,14414,FALSE,TRUE,TRUE,TRUE,5.57,59,30,0.23,3,1530
H12880,Hotel Durbar,Bhaktapur,5,8.3,263,7837,TRUE,TRUE,TRUE,TRUE,0.52,51,54,0.1,3,3132
H12881,Hotel Everest,Kalanki,1,8.7,1473,24490,FALSE,TRUE,TRUE,TRUE,9.5,40,388,0.34,3,19012
H12882,Hotel Durbar,Baluwatar,4,5.2,580,14732,FALSE,TRUE,TRUE,TRUE,1.58,17,414,0.37,3,11592
H12883,Hotel Everest,Baluwatar,3,7.1,553,8275,TRUE,TRUE,FALSE,TRUE,5.19,41,448,0.14,2,25984
H12884,Hotel Royal,Gongabu,4,5.6,860,9715,TRUE,TRUE,FALSE,TRUE,11.89,55,25,0.16,2,1175
H12885,Hotel Kathmandu,Teku,1,7.1,129,4577,FALSE,TRUE,TRUE,TRUE,11.02,50,569,0.14,3,15363
H12886,Hotel Himalaya,Thamel,1,7.1,984,15739,FALSE,TRUE,FALSE,TRUE,4.03,14,185,0.15,2,8510
H12887,Hotel Sagarmatha,Jamal,2,7.4,831,23870,FALSE,TRUE,TRUE,TRUE,2.76,24,212,0.19,3,8056
H12888,Hotel Valley,Durbar Marg,3,9.3,523,12590,TRUE,TRUE,TRUE,TRUE,3.1,17,549,0.23,3,13176
H12889,Hotel Sagarmatha,Kalanki,1,8.9,1663,19645,FALSE,TRUE,TRUE,TRUE,8.25,6,108,0.25,3,3240
H12890,Hotel Royal,Boudha,5,8.1,1582,2023,FALSE,TRUE,TRUE,TRUE,8.74,21,59,0.25,3,944
H12891,Hotel Heritage,Chabahil,3,9.2,988,16437,FALSE,TRUE,TRUE,TRUE,2.68,23,566,0.31,3,25470
H12892,Hotel Everest,Swayambhu,3,8.3,106,12318,TRUE,TRUE,TRUE,TRUE,2.96,34,47,0.18,3,2679
H12893,Hotel Annapurna,Lazimpat,5,8.9,880,12023,FALSE,TRUE,TRUE,TRUE,3.95,21,152,0.26,3,4712
H12894,Hotel Kathmandu,Swayambhu,4,7.7,1403,16430,FALSE,TRUE,TRUE,TRUE,5.25,26,154,0.26,3,7084
H12895,Hotel Himalaya,Baneshwor,5,7.5,1450,8235,FALSE,TRUE,FALSE,TRUE,11.02,1,253,0.06,2,3795
H12896,Hotel Everest,Maharajgunj,5,8.5,266,11619,FALSE,TRUE,TRUE,TRUE,0.42,10,185,0.32,3,9065
H12897,Hotel Sagarmatha,Durbar Marg,4,5.1,137,21141,FALSE,TRUE,TRUE,TRUE,7.69,57,371,0.15,3,8533
H12898,Hotel Valley,Gongabu,4,8.3,1392,9068,TRUE,TRUE,FALSE,TRUE,10.35,46,423,0.03,2,10998
H12899,Hotel Royal,Jamal,4,9.5,1189,2284,FALSE,TRUE,FALSE,TRUE,8.71,25,305,0.33,2,3050
H12900,Hotel Durbar,Bhaktapur,4,8.4,1690,19044,FALSE,TRUE,TRUE,TRUE,2.68,6,265,0.03,3,14045
H12901,Hotel Heritage,Maharajgunj,4,5.2,66,15466,TRUE,TRUE,TRUE,TRUE,5.77,18,8,0.23,3,88
H12902,Hotel Himalaya,Boudha,5,6.8,591,6353,FALSE,TRUE,FALSE,TRUE,10.93,36,147,0.31,2,7497
H12903,Hotel Boutique,Baneshwor,2,8.9,1981,1903,FALSE,TRUE,TRUE,TRUE,1.48,18,348,0.5,3,18792
H12904,Hotel Himalaya,Baneshwor,2,9.6,565,10369,FALSE,TRUE,TRUE,TRUE,11.85,9,248,0.26,3,11656
H12905,Hotel Valley,Jamal,1,6.8,733,9521,FALSE,TRUE,TRUE,TRUE,1.81,46,100,0.17,3,5500
H12906,Hotel Annapurna,Chabahil,2,9,1720,11081,FALSE,TRUE,TRUE,FALSE,1.79,30,468,0.25,2,27144
H12907,Hotel Royal,Lazimpat,2,9.1,662,17365,FALSE,TRUE,TRUE,TRUE,9.77,0,81,0.11,3,3645
H12908,Hotel Himalaya,Kirtipur,5,5.6,1109,23394,TRUE,TRUE,TRUE,TRUE,9.96,16,85,0.22,3,5015
H12909,Hotel Boutique,Maharajgunj,4,9.1,167,16971,FALSE,TRUE,TRUE,TRUE,0.55,9,73,0.44,3,2190
H12910,Hotel Boutique,Bhaktapur,4,6.6,94,11059,TRUE,TRUE,TRUE,TRUE,2.1,35,177,0.08,3,2478
H12911,Hotel Everest,Bhaktapur,5,7.8,331,11707,TRUE,TRUE,TRUE,TRUE,11.39,20,76,0.27,3,2204
H12912,Hotel Royal,Jamal,2,7.6,318,1412,FALSE,TRUE,TRUE,TRUE,3.42,16,307,0.31,3,15350
H12913,Hotel Annapurna,Teku,5,8.2,1563,7639,FALSE,TRUE,FALSE,TRUE,0.25,41,272,0.16,2,8432
H12914,Hotel Sagarmatha,Patan,1,8.6,293,4833,TRUE,TRUE,FALSE,FALSE,3.12,43,426,0.37,1,20874
H12915,Hotel Kathmandu,Koteshwor,4,7.1,1933,19799,FALSE,TRUE,TRUE,TRUE,8.85,42,555,0.34,3,17760
H12916,Hotel Kathmandu,Durbar Marg,3,9.3,1075,19970,TRUE,TRUE,TRUE,TRUE,11.01,2,127,0.24,3,1270
H12917,Hotel Durbar,Baluwatar,1,8.9,1012,22955,FALSE,TRUE,TRUE,TRUE,1.95,50,508,0.32,3,11176
H12918,Hotel Royal,Patan,1,8.8,1927,13802,FALSE,TRUE,TRUE,TRUE,2.77,49,501,0.42,3,16533
H12919,Hotel Durbar,Jamal,5,7.2,1918,7557,FALSE,FALSE,TRUE,TRUE,5.35,21,54,0.3,2,1836
H12920,Hotel Durbar,Thamel,2,5.2,143,11467,FALSE,TRUE,TRUE,TRUE,9,29,551,0.29,3,28652
H12921,Hotel Heritage,Bhaktapur,4,7.4,623,23664,FALSE,TRUE,TRUE,TRUE,7.94,49,393,0.31,3,14541
H12922,Hotel Kathmandu,Gongabu,3,9.3,658,13032,FALSE,TRUE,FALSE,TRUE,4,35,418,0.34,2,5434
H12923,Hotel Sagarmatha,Boudha,1,5.9,1437,16126,FALSE,TRUE,TRUE,TRUE,0.89,4,403,0.21,3,12896
H12924,Hotel Himalaya,Teku,3,9.7,1526,3882,TRUE,TRUE,FALSE,TRUE,3.11,2,343,0.42,2,19894
H12925,Hotel Sagarmatha,Jamal,2,8.9,1255,12935,TRUE,TRUE,TRUE,TRUE,2.71,0,106,0.46,3,1378
H12926,Hotel Annapurna,Koteshwor,2,8.4,238,3519,FALSE,TRUE,TRUE,TRUE,0.35,16,298,0.31,3,14602
H12927,Hotel Boutique,Thamel,3,8.3,1839,13805,FALSE,TRUE,TRUE,TRUE,11.7,48,238,0.44,3,10234
H12928,Hotel Himalaya,Chabahil,4,7.8,1485,5400,FALSE,TRUE,TRUE,TRUE,3.14,53,216,0.37,3,6264
H12929,Hotel Annapurna,Jamal,2,8.5,1007,9846,FALSE,TRUE,FALSE,TRUE,10.05,51,344,0.22,2,8944
H12930,Hotel Himalaya,Maharajgunj,3,7,1339,17564,FALSE,TRUE,TRUE,TRUE,5.87,21,373,0.25,3,14547
H12931,Hotel Annapurna,Lazimpat,1,9.1,1861,21509,FALSE,TRUE,TRUE,TRUE,11.67,26,81,0.29,3,2997
H12932,Hotel Heritage,Baneshwor,3,8.3,1942,4019,FALSE,TRUE,TRUE,TRUE,1.88,32,94,0.47,3,3102
H12933,Hotel Heritage,Maharajgunj,3,8.7,128,1764,FALSE,TRUE,FALSE,FALSE,1.42,20,597,0.33,1,34029
H12934,Hotel Durbar,Kirtipur,5,8.8,1644,21519,TRUE,TRUE,TRUE,TRUE,0.13,0,98,0.26,3,3920
H12935,Hotel Royal,Patan,2,5.4,1895,11558,TRUE,TRUE,TRUE,TRUE,8.65,3,264,0.07,3,10824
H12936,Hotel Himalaya,Koteshwor,4,5.3,947,17175,TRUE,TRUE,TRUE,FALSE,3.75,40,589,0.34,2,27683
H12937,Hotel Valley,Teku,4,8.8,333,15214,FALSE,TRUE,FALSE,TRUE,10.46,5,90,0.28,2,3420
H12938,Hotel Durbar,Baluwatar,5,6.2,930,22422,FALSE,TRUE,TRUE,TRUE,7.64,27,400,0.47,3,6400
H12939,Hotel Sagarmatha,Chabahil,4,7.8,168,7799,FALSE,TRUE,TRUE,FALSE,6.97,11,23,0.18,2,552
H12940,Hotel Heritage,Gongabu,3,7.1,248,20774,FALSE,TRUE,TRUE,FALSE,5.89,44,390,0.4,2,21060
H12941,Hotel Kathmandu,Sankhamul,5,5.1,405,15509,FALSE,TRUE,TRUE,TRUE,3.17,51,387,0.15,3,5805
H12942,Hotel Heritage,Baluwatar,1,5.2,329,10974,FALSE,FALSE,TRUE,TRUE,0.87,57,263,0.09,2,6838
H12943,Hotel Kathmandu,Patan,2,9,1880,18448,FALSE,TRUE,TRUE,TRUE,5.38,22,120,0.02,3,5040
H12944,Hotel Himalaya,Bhaktapur,2,7.9,1222,19840,TRUE,FALSE,TRUE,TRUE,1.28,42,25,0.45,2,1325
H12945,Hotel Himalaya,Maharajgunj,2,7.5,318,6681,FALSE,TRUE,FALSE,TRUE,10.88,11,100,0.23,2,1000
H12946,Hotel Annapurna,Sankhamul,3,9.5,258,18730,TRUE,TRUE,TRUE,TRUE,9.97,41,453,0.15,3,5436
H12947,Hotel Kathmandu,Jamal,1,5.8,547,7997,FALSE,TRUE,TRUE,TRUE,7.48,47,90,0.21,3,1980
H12948,Hotel Boutique,Durbar Marg,5,6.2,710,10374,FALSE,TRUE,TRUE,TRUE,5.48,57,111,0.36,3,2220
H12949,Hotel Everest,Boudha,5,8.6,1539,5132,TRUE,TRUE,TRUE,TRUE,5.5,48,198,0.2,3,4158
H12950,Hotel Sagarmatha,Thamel,2,8.7,403,3453,TRUE,TRUE,TRUE,TRUE,5.63,44,450,0.12,3,12150
H12951,Hotel Durbar,Gongabu,1,6.9,661,1538,TRUE,TRUE,TRUE,TRUE,8.97,32,589,0.05,3,28861
H12952,Hotel Annapurna,Kirtipur,1,9.6,1027,11615,FALSE,TRUE,TRUE,TRUE,1.6,20,491,0.31,3,12275
H12953,Hotel Himalaya,Swayambhu,1,9.5,415,3303,FALSE,TRUE,TRUE,TRUE,6.42,54,304,0.49,3,12768
H12954,Hotel Sagarmatha,Teku,4,5.1,1009,23805,FALSE,TRUE,TRUE,TRUE,9.77,40,334,0.32,3,16700
H12955,Hotel Durbar,Koteshwor,4,5.8,1214,17632,FALSE,TRUE,TRUE,FALSE,6.17,56,144,0.47,2,1872
H12956,Hotel Royal,Maharajgunj,2,8.9,30,18775,FALSE,TRUE,TRUE,TRUE,0.26,57,46,0.44,3,1518
H12957,Hotel Valley,Lazimpat,1,6.6,1708,19556,FALSE,TRUE,TRUE,TRUE,3.01,39,120,0.09,3,5400
H12958,Hotel Everest,Koteshwor,1,5.5,1616,2335,FALSE,TRUE,TRUE,TRUE,8.06,26,473,0.44,3,26488
H12959,Hotel Kathmandu,Baneshwor,5,8.8,1627,3259,FALSE,TRUE,TRUE,TRUE,11.22,49,34,0.01,3,1870
H12960,Hotel Kathmandu,Lazimpat,5,7.2,164,7615,FALSE,TRUE,TRUE,TRUE,10.74,31,318,0.26,3,16854
H12961,Hotel Annapurna,Patan,2,7.4,1861,22918,FALSE,TRUE,FALSE,TRUE,9.89,0,593,0.27,2,9488
H12962,Hotel Everest,Chabahil,1,5.9,876,9691,FALSE,TRUE,TRUE,TRUE,11.41,31,187,0.37,3,3366
H12963,Hotel Royal,Koteshwor,2,8.2,568,1810,TRUE,TRUE,TRUE,TRUE,3.43,2,480,0.38,3,22080
H12964,Hotel Heritage,Baluwatar,5,7.6,203,22368,FALSE,TRUE,TRUE,TRUE,0.25,32,369,0.12,3,10332
H12965,Hotel Valley,Lazimpat,5,6,1257,24732,FALSE,TRUE,TRUE,TRUE,4.32,0,287,0.44,3,10906
H12966,Hotel Valley,Baluwatar,4,6.6,408,24940,FALSE,TRUE,TRUE,TRUE,6.97,23,218,0.1,3,3270
H12967,Hotel Sagarmatha,Kirtipur,2,7.9,1782,4713,TRUE,TRUE,TRUE,TRUE,3.87,18,252,0.48,3,11340
H12968,Hotel Himalaya,Maharajgunj,2,9.4,289,4704,TRUE,TRUE,TRUE,TRUE,0.63,17,401,0.49,3,12431
H12969,Hotel Heritage,Gongabu,1,9.4,989,2210,FALSE,TRUE,TRUE,FALSE,6.14,31,173,0.35,2,5363
H12970,Hotel Himalaya,Baneshwor,1,6.4,1043,15211,TRUE,TRUE,FALSE,TRUE,2.48,43,405,0.33,2,19035
H12971,Hotel Annapurna,Thamel,4,8.5,1409,17098,FALSE,TRUE,TRUE,TRUE,8.76,5,172,0.49,3,8944
H12972,Hotel Himalaya,Sankhamul,3,8.7,481,4745,TRUE,TRUE,TRUE,TRUE,1.16,16,498,0.13,3,5976
H12973,Hotel Everest,Kirtipur,3,8.9,161,11178,FALSE,TRUE,TRUE,TRUE,11.5,11,322,0.32,3,10948
H12974,Hotel Everest,Bhaktapur,3,7.7,1889,18875,FALSE,TRUE,TRUE,TRUE,10.53,33,532,0.21,3,12236
H12975,Hotel Sagarmatha,Baneshwor,2,5.1,1649,16816,FALSE,TRUE,TRUE,TRUE,10.5,35,267,0.09,3,3738
H12976,Hotel Annapurna,Baluwatar,2,8.7,1157,24685,FALSE,TRUE,TRUE,TRUE,9.5,38,309,0.07,3,8343
H12977,Hotel Sagarmatha,Maharajgunj,5,5.5,1730,16620,TRUE,TRUE,TRUE,TRUE,7.64,1,210,0.35,3,7770
H12978,Hotel Royal,Thamel,2,5.6,811,23844,FALSE,TRUE,FALSE,TRUE,0.74,19,487,0.12,2,18993
H12979,Hotel Durbar,Koteshwor,2,7.9,562,20432,FALSE,TRUE,TRUE,TRUE,7.98,19,398,0.3,3,17910
H12980,Hotel Himalaya,Gongabu,2,9.7,1457,22303,FALSE,FALSE,TRUE,TRUE,8.99,55,453,0.13,2,6795
H12981,Hotel Boutique,Baneshwor,4,6.2,1556,14218,FALSE,TRUE,FALSE,TRUE,1.66,46,207,0.23,2,8280
H12982,Hotel Boutique,Lazimpat,2,8.1,739,20318,TRUE,TRUE,TRUE,TRUE,7.43,38,45,0.37,3,1215
H12983,Hotel Kathmandu,Patan,1,6.5,522,7110,FALSE,TRUE,TRUE,TRUE,5.8,54,8,0.27,3,272
H12984,Hotel Himalaya,Baluwatar,1,9.3,1959,2817,TRUE,TRUE,TRUE,TRUE,5.72,56,297,0.44,3,12771
H12985,Hotel Everest,Lazimpat,5,7.8,1022,7613,FALSE,FALSE,FALSE,FALSE,2.47,50,303,0.27,0,5151
H12986,Hotel Himalaya,Sankhamul,4,6,180,5319,FALSE,TRUE,TRUE,TRUE,8.9,31,554,0.11,3,20498
H12987,Hotel Sagarmatha,Jamal,1,6.3,859,18659,FALSE,TRUE,TRUE,TRUE,11.11,2,128,0.45,3,2048
H12988,Hotel Heritage,Kalanki,4,7.1,803,8231,FALSE,TRUE,TRUE,TRUE,9.47,25,347,0.21,3,14921
H12989,Hotel Annapurna,Bhaktapur,4,5.6,1598,12214,TRUE,TRUE,TRUE,TRUE,4.49,40,28,0.44,3,952
H12990,Hotel Himalaya,Durbar Marg,5,5.4,134,3877,FALSE,TRUE,FALSE,TRUE,11.81,11,465,0.12,2,4650
H12991,Hotel Durbar,Sankhamul,4,8.3,184,21398,TRUE,TRUE,TRUE,TRUE,4.43,49,501,0.32,3,26052
H12992,Hotel Himalaya,Patan,2,7,513,5087,FALSE,TRUE,TRUE,TRUE,2.89,2,346,0.09,3,3806
H12993,Hotel Everest,Boudha,4,8.5,1810,2147,FALSE,TRUE,FALSE,TRUE,11.62,27,106,0.05,2,4558
H12994,Hotel Heritage,Boudha,5,5.5,1810,16941,TRUE,TRUE,TRUE,TRUE,9.5,8,53,0.5,3,2173
H12995,Hotel Everest,Chabahil,5,7.9,1418,17621,FALSE,TRUE,TRUE,TRUE,9.16,25,100,0.02,3,2100
H12996,Hotel Annapurna,Maharajgunj,5,7.1,720,19506,FALSE,TRUE,TRUE,TRUE,1.02,5,366,0.3,3,19398
H12997,Hotel Boutique,Kirtipur,1,5.3,1801,8609,FALSE,TRUE,FALSE,TRUE,2.39,4,363,0.02,2,12705
H12998,Hotel Royal,Baluwatar,2,7.6,1717,21979,FALSE,TRUE,TRUE,TRUE,0.32,8,107,0.28,3,3317
H12999,Hotel Royal,Koteshwor,1,5.4,1604,10737,FALSE,TRUE,TRUE,TRUE,9.34,54,104,0.06,3,5408
H13000,Hotel Heritage,Kalanki,3,9,1985,4983,FALSE,FALSE,FALSE,TRUE,3.41,45,537,0.4,1,21480
H13001,Hotel Everest,Teku,2,8,115,13555,FALSE,TRUE,TRUE,TRUE,1.67,33,126,0.15,3,5292
H13002,Hotel Royal,Koteshwor,4,7.7,1980,9134,FALSE,TRUE,TRUE,TRUE,2.26,27,456,0.18,3,14136
H13003,Hotel Royal,Lazimpat,5,5.6,1670,6606,TRUE,TRUE,FALSE,TRUE,7.73,25,349,0.13,2,19893
H13004,Hotel Annapurna,Durbar Marg,3,6.4,537,19007,TRUE,TRUE,TRUE,TRUE,5.25,56,340,0.07,3,5780
H13005,Hotel Durbar,Gongabu,2,7.4,47,12918,TRUE,TRUE,TRUE,TRUE,11.3,58,334,0.26,3,8350
H13006,Hotel Sagarmatha,Baluwatar,1,8,404,24610,TRUE,TRUE,TRUE,TRUE,4.45,53,413,0.23,3,15281
H13007,Hotel Annapurna,Lazimpat,5,5.9,1788,16813,TRUE,TRUE,TRUE,TRUE,10.02,34,333,0.27,3,7659
H13008,Hotel Kathmandu,Boudha,1,5,930,13093,FALSE,TRUE,TRUE,FALSE,6.6,0,288,0.32,2,3744
H13009,Hotel Kathmandu,Patan,2,6.7,486,18106,TRUE,TRUE,TRUE,FALSE,8.49,3,265,0.05,2,8745
H13010,Hotel Heritage,Jamal,2,7.3,1500,2095,FALSE,TRUE,TRUE,TRUE,2.11,58,234,0.21,3,6552
H13011,Hotel Annapurna,Teku,3,5.9,731,21211,FALSE,TRUE,FALSE,TRUE,9.01,12,42,0.3,2,1428
H13012,Hotel Everest,Durbar Marg,4,7.4,1538,21669,FALSE,TRUE,TRUE,TRUE,1.12,39,288,0.17,3,16128
H13013,Hotel Boutique,Gongabu,1,6.6,324,18379,FALSE,TRUE,TRUE,TRUE,8.32,52,462,0.1,3,26334
H13014,Hotel Boutique,Baneshwor,3,7.2,1318,23065,FALSE,TRUE,TRUE,TRUE,5.64,20,472,0.31,3,12272
H13015,Hotel Boutique,Maharajgunj,5,6.7,1497,17076,FALSE,TRUE,TRUE,TRUE,2.82,17,196,0.36,3,8820
H13016,Hotel Sagarmatha,Jamal,4,8,1713,5661,FALSE,TRUE,TRUE,TRUE,5.82,19,510,0.38,3,5610
H13017,Hotel Kathmandu,Thamel,3,5.2,1297,17181,FALSE,TRUE,TRUE,TRUE,10.28,3,402,0.17,3,21708
H13018,Hotel Heritage,Bhaktapur,1,5.8,1643,18376,TRUE,TRUE,FALSE,FALSE,1.94,31,268,0.06,1,9648
H13019,Hotel Royal,Kirtipur,2,7.1,1679,20167,FALSE,TRUE,TRUE,TRUE,2.12,26,263,0.46,3,13413
H13020,Hotel Valley,Durbar Marg,5,6.7,1462,11087,FALSE,TRUE,TRUE,TRUE,6.45,24,8,0.35,3,136
H13021,Hotel Heritage,Maharajgunj,1,6.9,374,6682,FALSE,TRUE,FALSE,TRUE,7.54,6,451,0.47,2,20746
H13022,Hotel Everest,Patan,4,8.9,190,6961,TRUE,TRUE,TRUE,TRUE,5.1,44,465,0.08,3,6510
H13023,Hotel Himalaya,Swayambhu,4,9.3,743,22152,FALSE,TRUE,FALSE,TRUE,3.27,29,458,0.33,2,25190
H13024,Hotel Kathmandu,Kirtipur,2,6.2,885,23144,FALSE,TRUE,TRUE,TRUE,0.9,22,136,0.11,3,1768
H13025,Hotel Royal,Baneshwor,2,9,1003,6204,FALSE,TRUE,TRUE,TRUE,0.69,28,25,0.43,3,375
H13026,Hotel Annapurna,Teku,5,7.2,670,8552,FALSE,TRUE,TRUE,TRUE,0.59,56,431,0.26,3,16378
H13027,Hotel Royal,Sankhamul,5,6.3,253,17468,TRUE,TRUE,FALSE,TRUE,10.83,56,55,0.27,2,935
H13028,Hotel Sagarmatha,Kalanki,2,9.7,322,23360,TRUE,TRUE,TRUE,TRUE,1.66,20,599,0.47,3,34143
H13029,Hotel Valley,Lazimpat,2,9,85,8084,TRUE,TRUE,TRUE,TRUE,3.61,32,475,0.16,3,9025
H13030,Hotel Sagarmatha,Baluwatar,4,9.8,1914,12080,TRUE,TRUE,TRUE,TRUE,11.83,17,392,0.31,3,17248
H13031,Hotel Valley,Chabahil,2,5.8,271,13879,FALSE,TRUE,TRUE,TRUE,11.14,26,36,0.08,3,684
H13032,Hotel Everest,Swayambhu,3,5.7,240,20163,TRUE,TRUE,TRUE,TRUE,0.61,13,33,0.19,3,1815
H13033,Hotel Royal,Maharajgunj,1,7.4,712,7055,TRUE,TRUE,TRUE,TRUE,6.66,39,355,0.11,3,8875
H13034,Hotel Durbar,Kirtipur,2,8.1,1413,3669,FALSE,TRUE,TRUE,TRUE,7.64,53,182,0.11,3,3822
H13035,Hotel Heritage,Bhaktapur,5,5.8,655,13028,FALSE,TRUE,TRUE,TRUE,0.74,30,173,0.33,3,5882
H13036,Hotel Valley,Kirtipur,3,9.1,1342,2008,FALSE,TRUE,TRUE,TRUE,8.76,41,306,0.15,3,7344
H13037,Hotel Heritage,Teku,5,7.6,1797,19748,FALSE,TRUE,TRUE,TRUE,11.86,7,526,0.13,3,12098
H13038,Hotel Durbar,Lazimpat,3,7,1421,16523,FALSE,TRUE,TRUE,TRUE,5.21,2,472,0.41,3,7080
H13039,Hotel Boutique,Jamal,2,7.9,766,21070,FALSE,TRUE,TRUE,TRUE,5.45,34,155,0.24,3,6975
H13040,Hotel Valley,Bhaktapur,1,8,1810,24152,FALSE,TRUE,FALSE,TRUE,7.95,37,388,0.2,2,4656
H13041,Hotel Durbar,Baneshwor,5,5.2,1358,13539,FALSE,TRUE,TRUE,TRUE,8.86,10,8,0.41,3,432
H13042,Hotel Royal,Kirtipur,3,9.8,851,3199,FALSE,TRUE,FALSE,TRUE,9.5,35,188,0.25,2,6768
H13043,Hotel Kathmandu,Thamel,4,6.7,888,10551,FALSE,TRUE,FALSE,TRUE,1.02,51,112,0.41,2,2912
H13044,Hotel Annapurna,Maharajgunj,2,5.3,1489,18293,FALSE,FALSE,TRUE,TRUE,9.63,47,50,0.17,2,1700
H13045,Hotel Everest,Swayambhu,1,9.1,1545,4439,FALSE,TRUE,TRUE,TRUE,10.38,42,89,0.48,3,5073
H13046,Hotel Durbar,Thamel,2,9.8,1376,6882,FALSE,TRUE,FALSE,TRUE,0.64,51,137,0.46,2,6028
H13047,Hotel Boutique,Maharajgunj,4,8.9,525,20297,FALSE,TRUE,TRUE,TRUE,0.57,33,173,0.41,3,2422
H13048,Hotel Sagarmatha,Boudha,1,9.1,451,5695,FALSE,TRUE,TRUE,TRUE,6.66,22,470,0.11,3,18330
H13049,Hotel Everest,Kirtipur,4,8,1582,2006,FALSE,TRUE,TRUE,TRUE,6.01,4,314,0.37,3,8478
H13050,Hotel Kathmandu,Kirtipur,2,9.4,592,8114,FALSE,TRUE,TRUE,TRUE,11.76,29,560,0.41,3,16240
H13051,Hotel Everest,Koteshwor,3,5.2,271,12244,TRUE,TRUE,TRUE,TRUE,3.6,36,392,0.19,3,14112
H13052,Hotel Heritage,Gongabu,2,8.7,758,18527,FALSE,TRUE,TRUE,TRUE,7.12,15,337,0.08,3,17861
H13053,Hotel Valley,Patan,2,8.2,828,8552,FALSE,TRUE,FALSE,TRUE,6.13,13,328,0.14,2,8528
H13054,Hotel Durbar,Kalanki,2,5.2,1011,15027,FALSE,TRUE,FALSE,TRUE,6.48,6,158,0.3,2,6794
H13055,Hotel Boutique,Kalanki,5,7.6,1496,2224,TRUE,TRUE,TRUE,TRUE,7.95,52,210,0.13,3,3570
H13056,Hotel Sagarmatha,Thamel,4,7.5,876,5495,TRUE,TRUE,TRUE,TRUE,6.5,32,314,0.33,3,6594
H13057,Hotel Annapurna,Gongabu,4,8.3,1723,13441,FALSE,TRUE,TRUE,TRUE,0.18,1,385,0.2,3,16940
H13058,Hotel Himalaya,Kalanki,4,5.4,617,1181,FALSE,TRUE,TRUE,TRUE,10.14,45,84,0.12,3,1008
H13059,Hotel Sagarmatha,Durbar Marg,5,8.9,919,13812,FALSE,TRUE,TRUE,TRUE,2.49,4,294,0.31,3,16464
H13060,Hotel Sagarmatha,Baneshwor,3,5.7,1260,23716,FALSE,TRUE,TRUE,TRUE,2.85,44,521,0.05,3,11983
H13061,Hotel Kathmandu,Koteshwor,2,7,532,22330,TRUE,TRUE,TRUE,TRUE,7.81,44,355,0.32,3,19170
H13062,Hotel Valley,Maharajgunj,3,9.2,1811,8450,FALSE,TRUE,TRUE,TRUE,5.79,38,341,0.49,3,8184
H13063,Hotel Everest,Gongabu,5,7.7,1222,3945,FALSE,TRUE,TRUE,FALSE,6.94,59,221,0.36,2,10608
H13064,Hotel Sagarmatha,Sankhamul,4,6.8,1242,11939,FALSE,TRUE,TRUE,TRUE,6.02,14,32,0.17,3,384
H13065,Hotel Boutique,Jamal,2,5.2,1046,11072,FALSE,TRUE,TRUE,TRUE,5.07,59,149,0.45,3,4917
H13066,Hotel Royal,Chabahil,1,8.2,1922,12794,FALSE,TRUE,TRUE,TRUE,5.85,41,492,0.27,3,5412
H13067,Hotel Durbar,Sankhamul,1,9.7,171,9846,TRUE,TRUE,TRUE,TRUE,1.78,1,282,0.27,3,3948
H13068,Hotel Annapurna,Thamel,3,9.4,1605,4686,FALSE,TRUE,TRUE,TRUE,11.63,23,344,0.2,3,4472
H13069,Hotel Annapurna,Gongabu,4,8.4,1526,19672,TRUE,TRUE,TRUE,TRUE,6.94,28,562,0.04,3,25290
H13070,Hotel Sagarmatha,Gongabu,1,5.5,1468,20215,TRUE,TRUE,TRUE,FALSE,3.51,28,469,0.14,2,5159
H13071,Hotel Boutique,Gongabu,3,6.1,14,11427,TRUE,TRUE,TRUE,TRUE,8.58,20,178,0.41,3,3560
H13072,Hotel Durbar,Baluwatar,5,5.9,211,20632,FALSE,TRUE,TRUE,TRUE,10.57,24,392,0.14,3,10192
H13073,Hotel Durbar,Koteshwor,3,6.7,425,10392,FALSE,TRUE,TRUE,TRUE,3.63,21,399,0.21,3,8379
H13074,Hotel Boutique,Boudha,3,6.1,1045,11654,FALSE,FALSE,TRUE,TRUE,3.96,18,62,0.32,2,1736
